회사명,종목코드,상장일
한라IMS,092460,2007-05-22
에프알텍,073540,2007-05-18
이엠텍,091120,2007-05-02
참좋은여행,094850,2007-04-30
네오리진,094860,2007-04-16
맵스리얼티1,094800,2007-04-09
LS증권,078020,2007-02-21
매커스,093520,2007-02-12
나노캠텍,091970,2007-01-30
네오팜,092730,2007-01-30
오스코텍,039200,2007-01-17
켐트로닉스,089010,2007-01-17
제이스텍,090470,2007-01-10
동아엘텍,088130,2007-01-03
메타랩스,090370,2006-12-26
후성,093370,2006-12-22
휴온스글로벌,084110,2006-12-19
케이씨티,089150,2006-12-13
파트론,091700,2006-12-13
유니테스트,086390,2006-12-05
휴림로봇,090710,2006-12-05
LF,093050,2006-12-01
에스에이티,060540,2006-11-28
큐에스아이,066310,2006-11-24
멀티캠퍼스,067280,2006-11-16
주연테크,044380,2006-11-15
코스맥스비티아이,044820,2006-11-13
코세스,089890,2006-11-08
인천도시가스,034590,2006-11-07
성창오토텍,080470,2006-11-03
넥스턴바이오,089140,2006-11-01
제이티,089790,2006-10-27
아이윈,090150,2006-10-20
이녹스,088390,2006-10-20
삼정펄프,009770,2006-10-17
KEC,092220,2006-10-16
KPX홀딩스,092230,2006-10-12
THE E&M,089230,2006-10-10
바텍,043150,2006-09-29
MDS테크,086960,2006-09-26
HDC현대EP,089470,2006-09-25
루멘스,038060,2006-08-08
세원이앤씨,091090,2006-07-31
CSA 코스믹,083660,2006-07-25
NICE인프라,063570,2006-07-14
쇼박스,086980,2006-07-07
팬엔터테인먼트,068050,2006-07-07
인포뱅크,039290,2006-07-04
노루페인트,090350,2006-07-03
아모레퍼시픽,090430,2006-06-29
엔에스이엔엠,078860,2006-06-27
동우팜투테이블,088910,2006-06-23
롯데관광개발,032350,2006-06-08
제이브이엠,054950,2006-06-07
평화산업,090080,2006-06-02
우진플라임,049800,2006-05-24
팅크웨어,084730,2006-05-19
신세계I&C,035510,2006-05-18
진바이오텍,086060,2006-04-28
TKG애강,022220,2006-04-11
진도,088790,2006-03-28
에이스테크,088800,2006-03-27
맥쿼리인프라,088980,2006-03-15
롯데쇼핑,023530,2006-02-09
셀트리온제약,068760,2006-02-03
GST,083450,2006-02-01
에너토크,019990,2006-02-01
제우스,079370,2006-02-01
뉴프렉스,085670,2006-01-17
유진테크,084370,2006-01-17
CG인바이츠,083790,2006-01-06
바이오니아,064550,2005-12-29
헬릭스미스,084990,2005-12-29
인콘,083640,2005-12-27
차바이오텍,085660,2005-12-27
현대글로비스,086280,2005-12-26
대봉엘에스,078140,2005-12-23
와이엔텍,067900,2005-12-23
케이엠,083550,2005-12-20
티비에이치글로벌,084870,2005-12-19
수성웹툰,084180,2005-12-16
하나금융지주,086790,2005-12-12
제일연마,001560,2005-12-09
모다이노칩,080420,2005-12-06
비에이치아이,083650,2005-12-02
케스피온,079190,2005-11-29
현대리바트,079430,2005-11-22
비보존 제약,082800,2005-11-18
자연과환경,043910,2005-11-18
와토스코리아,079000,2005-11-15
대한제강,084010,2005-10-31
폴라리스오피스,041020,2005-10-28
휴림에이텍,078590,2005-10-27
서린바이오,038070,2005-10-25
새론오토모티브,075180,2005-10-21
그린케미칼,083420,2005-10-20
가비아,079940,2005-10-19
덕산하이메탈,077360,2005-10-14
아바코,083930,2005-10-11
하나마이크론,067310,2005-10-11
엘오티베큠,083310,2005-10-05
코스나인,082660,2005-10-05
이상네트웍스,080010,2005-09-30
대상홀딩스,084690,2005-08-17
코아스,071950,2005-08-04
메디포스트,078160,2005-07-29
우리바이오,082850,2005-07-29
모두투어,080160,2005-07-26
이월드,084680,2005-07-26
동양고속,084670,2005-07-25
한미반도체,042700,2005-07-22
가온그룹,078890,2005-07-12
쏠리드,050890,2005-07-08
동일산업,004890,2005-06-30
옵트론텍,082210,2005-06-24
젬백스,082270,2005-06-24
플랜티넷,075130,2005-06-10
삼호개발,010960,2005-05-12
금호타이어,073240,2005-02-17
이노와이어리스,073490,2005-02-04
인베니아,079950,2005-02-04
동양이엔피,079960,2005-02-01
제주반도체,080220,2005-02-01
한창산업,079170,2005-02-01
디이엔티,079810,2005-01-26
iMBC,052220,2005-01-21
서산,079650,2005-01-21
KX하이텍,052900,2005-01-18
손오공,066910,2005-01-07
미래컴퍼니,049950,2005-01-04
아이크래프트,052460,2005-01-03
CJ CGV,079160,2004-12-24
일진다이아,081000,2004-12-22
메가스터디,072870,2004-12-21
케이에스피,073010,2004-12-17
KG모빌리언스,046440,2004-12-14
대주전자재료,078600,2004-12-10
텔레칩스,054450,2004-12-10
HB테크놀러지,078150,2004-12-08
도이치모터스,067990,2004-12-03
유니드,014830,2004-12-03
토비스,051360,2004-11-19
제넨바이오,072520,2004-10-29
상신브레이크,041650,2004-10-27
국일제지,078130,2004-10-22
DMS,068790,2004-10-01
인팩,023810,2004-09-21
시너지이노베이션,048870,2004-08-13
신성델타테크,065350,2004-08-06
GS,078930,2004-08-05
유니퀘스트,077500,2004-08-05
다스코,058730,2004-08-02
한국경제TV,039340,2004-07-30
LG디스플레이,034220,2004-07-23
다날,064260,2004-07-23
텔코웨어,078000,2004-07-20
형지I&C,011080,2004-07-02
비케이홀딩스,050090,2004-06-29
코엔텍,029960,2004-06-18
YBM넷,057030,2004-06-08
CS,065770,2004-06-04
아미노로직스,074430,2004-06-04
테라젠이텍스,066700,2004-05-27
디에이피,066900,2004-05-14
한양디지텍,078350,2004-05-14
STX엔진,077970,2004-05-10
동국알앤에스,075970,2004-02-13
빛과전자,069540,2004-02-13
듀오백,073190,2004-02-06
삼진엘앤디,054090,2004-02-06
폴라리스AI파마,041910,2004-02-06
NICE,034310,2004-02-04
대교,019680,2004-02-03
세진티에스,067770,2004-01-09
한솔인티큐브,070590,2004-01-08
리튬포어스,073570,2004-01-06
테라사이언스,073640,2004-01-06
우주일렉트로,065680,2004-01-02
푸른소나무,057880,2003-12-29
기업은행,024110,2003-12-24
이엔플러스,074610,2003-12-23
SOOP,067160,2003-12-19
드림어스컴퍼니,060570,2003-12-19
버킷스튜디오,066410,2003-12-19
원익QnC,074600,2003-12-12
로체시스템즈,071280,2003-11-14
에스텍,069510,2003-11-14
오텍,067170,2003-11-14
키이스트,054780,2003-11-14
현대에버다임,041440,2003-11-14
한솔홈데코,025750,2003-11-04
중앙백신,072020,2003-10-31
휴비츠,065510,2003-10-31
우리산업홀딩스,072470,2003-10-28
디지털대성,068930,2003-10-17
이수페타시스,007660,2003-10-07
강원랜드,035250,2003-09-04
유아이디,069330,2003-08-18
티씨케이,064760,2003-08-18
YG PLUS,037270,2003-08-01
아모텍,052710,2003-08-01
농심홀딩스,072710,2003-07-30
웰크론,065950,2003-07-29
파워로직스,047310,2003-07-25
한국금융지주,071050,2003-07-21
이엘씨,041520,2003-07-04
유엔젤,072130,2003-07-01
SBS,034120,2003-06-25
홈캐스트,064240,2003-06-11
씨씨에스,066790,2003-05-30
웹젠,069080,2003-05-23
엔씨소프트,036570,2003-05-22
하이스틸,071090,2003-02-17
대화제약,067080,2003-02-14
우수AMS,066590,2003-02-12
JW신약,067290,2003-02-11
하츠,066130,2003-02-11
빅텍,065450,2003-02-05
탑엔지니어링,065130,2003-01-29
DSR제강,069730,2003-01-28
이루온,065440,2003-01-28
태경케미컬,006890,2003-01-28
재영솔루텍,049630,2003-01-24
한국큐빅,021650,2003-01-24
인터플렉스,051370,2003-01-22
삼영이엔씨,065570,2003-01-21
하이퍼코퍼레이션,065650,2003-01-21
한성크린텍,066980,2003-01-17
리더스코스메틱,016100,2003-01-15
한농화성,011500,2003-01-09
케이피엠테크,042040,2003-01-07
디티씨,066670,2002-12-30
와이오엠,066430,2002-12-24
초록뱀미디어,047820,2002-12-24
인크레더블버즈,064090,2002-12-17
쎌바이오텍,049960,2002-12-13
NE능률,053290,2002-12-10
테크엘,064520,2002-12-04
현대백화점,069960,2002-11-25
KG이니시스,035600,2002-11-22
비엘팜텍,065170,2002-11-19
대호에이엘,069460,2002-11-11
대웅제약,069620,2002-11-01
플래스크,041590,2002-11-01
마니커,027740,2002-10-29
SNT홀딩스,036530,2002-10-22
티케이지휴켐스,069260,2002-10-07
새로닉스,042600,2002-10-01
SJG세종,033530,2002-09-25
오리엔트정공,065500,2002-09-19
DGP,060900,2002-09-17
국보디자인,066620,2002-09-05
아이톡시,052770,2002-08-22
에스아이리소스,065420,2002-08-22
포니링크,064800,2002-08-22
포스코스틸리온,058430,2002-08-16
폴라리스AI,039980,2002-08-13
현대바이오,048410,2002-08-08
삼성출판사,068290,2002-08-05
세이브존I&C,067830,2002-07-25
에스피지,058610,2002-07-23
토탈소프트,045340,2002-07-19
교보증권,030610,2002-07-18
서호전기,065710,2002-07-16
파커스,065690,2002-07-16
한샘,009240,2002-07-16
서울리거,043710,2002-07-11
홈센타홀딩스,060560,2002-07-11
아비코전자,036010,2002-07-03
큐렉소,060280,2002-07-03
소니드,060230,2002-06-25
우원개발,046940,2002-06-18
티사이언티픽,057680,2002-06-18
인선이엔티,060150,2002-06-14
와이어블,065530,2002-06-04
SM Life Design,063440,2002-05-30
우신시스템,017370,2002-05-28
지어소프트,051160,2002-05-28
지엔코,065060,2002-05-28
셀루메드,049180,2002-05-23
KH바텍,060720,2002-05-21
알에프텍,061040,2002-05-16
에스폴리텍,050760,2002-05-16
이랜텍,054210,2002-05-09
ES큐브,050120,2002-04-25
케이피티유,054410,2002-04-25
3S,060310,2002-04-23
LG전자,066570,2002-04-22
화일약품,061250,2002-04-18
오상자이엘,053980,2002-04-09
콜마홀딩스,024720,2002-04-09
농우바이오,054050,2002-04-02
케이엘넷,039420,2002-03-12
SNT모티브,064960,2002-03-11
에스티아이,039440,2002-02-28
잉크테크,049550,2002-02-28
대한뉴팜,054670,2002-02-26
씨티씨바이오,060590,2002-02-21
인탑스,049070,2002-02-21
LS마린솔루션,060370,2002-02-15
피씨디렉트,051380,2002-02-15
광주신세계,037710,2002-02-07
구영테크,053270,2002-02-07
한국기업평가,034950,2002-02-07
뉴보텍,060260,2002-02-05
동양에스텍,060380,2002-02-05
백금T&A,046310,2002-02-05
고려신용정보,049720,2002-01-31
제일바이오,052670,2002-01-24
서울반도체,046890,2002-01-17
아가방컴퍼니,013990,2002-01-17
한주에이알티,058450,2002-01-17
미코,059090,2002-01-15
유신,054930,2002-01-15
프럼파스트,035200,2002-01-15
한국컴퓨터,054040,2002-01-15
대동스틸,048470,2002-01-10
링네트,042500,2002-01-10
크레오에스지,040350,2002-01-10
팬스타엔터프라이즈,054300,2002-01-10
한빛소프트,047080,2002-01-10
일진디스플,020760,2002-01-09
NHN KCP,060250,2002-01-08
CNT85,056730,2002-01-04
금강철강,053260,2002-01-04
스타코링크,060240,2002-01-04
KH 필룩스,033180,2001-12-26
동아화성,041930,2001-12-26
비츠로시스,054220,2001-12-26
오리엔탈정공,014940,2001-12-26
웰킵스하이텍,043590,2001-12-20
리노공업,058470,2001-12-18
성우테크론,045300,2001-12-18
에스에프에이,056190,2001-12-18
신화인터텍,056700,2001-12-13
엑사이엔씨,054940,2001-12-13
피에이치에이,043370,2001-12-13
종근당바이오,063160,2001-12-11
APS,054620,2001-12-04
코위버,056360,2001-12-04
성호전자,043260,2001-11-29
YW,051390,2001-11-15
삼영엠텍,054540,2001-11-15
이니텍,053350,2001-11-15
에이디칩스,054630,2001-11-13
유진로봇,056080,2001-11-13
태웅,044490,2001-11-08
경남제약,053950,2001-11-06
삼보모터스,053700,2001-11-06
한컴위드,054920,2001-11-01
코미팜,041960,2001-10-30
프리엠스,053160,2001-10-30
코나아이,052400,2001-10-18
메디콕스,054180,2001-10-16
SGA,049470,2001-10-11
더테크놀로지,043090,2001-10-11
지에스이,053050,2001-10-11
아이디스홀딩스,054800,2001-09-27
코데즈컴바인,047770,2001-09-18
안랩,053800,2001-09-13
신한지주,055550,2001-09-10
YTN,040300,2001-09-04
CMG제약,058820,2001-08-31
JYP Ent.,035900,2001-08-30
KCC건설,021320,2001-08-21
세동,053060,2001-08-17
프로텍,053610,2001-08-17
액토즈소프트,052790,2001-08-14
세코닉스,053450,2001-08-09
바이넥스,053030,2001-08-07
오성첨단소재,052420,2001-08-07
코웨이,021240,2001-08-07
태양,053620,2001-08-07
오션인더블유,052300,2001-08-02
유아이엘,049520,2001-08-02
대원미디어,048910,2001-07-31
중앙첨단소재,051980,2001-07-31
세아홀딩스,058650,2001-07-30
CJ프레시웨이,051500,2001-07-26
파인디앤씨,049120,2001-07-26
디지아이,043360,2001-07-20
코텍,052330,2001-07-10
한네트,052600,2001-07-10
에스티큐브,052020,2001-07-05
티에스넥스젠,043220,2001-07-03
큐로홀딩스,051780,2001-06-26
피노,033790,2001-06-26
나라엠앤디,051490,2001-06-12
에코바이오,038870,2001-05-29
에이텍,045660,2001-05-24
대아티아이,045390,2001-05-17
캠시스,050110,2001-05-17
현대바이오랜드,052260,2001-05-17
SFA반도체,036540,2001-05-02
LG생활건강,051900,2001-04-25
LG화학,051910,2001-04-25
대우건설,047040,2001-03-23
포스코인터내셔널,047050,2001-03-23
HD현대인프라코어,042670,2001-02-02
한화오션,042660,2001-02-02
삼표시멘트,038500,2001-02-01
진양화학,051630,2001-01-29
HLB이노베이션,024850,2001-01-18
SM C&C,048550,2001-01-18
승일,049830,2001-01-18
조광ILI,044060,2001-01-18
TPC,048770,2001-01-16
코메론,049430,2001-01-16
빌리언스,044480,2001-01-11
삼화네트웍스,046390,2001-01-11
성광벤드,014620,2001-01-11
유라테크,048430,2001-01-11
삼현철강,017480,2001-01-09
오픈베이스,049480,2001-01-09
라온시큐어,042510,2001-01-03
삼양케이씨아이,036670,2001-01-03
오로라,039830,2001-01-03
금화피에스시,036190,2000-12-26
코다코,046070,2000-12-26
인바디,041830,2000-12-14
고려제약,014570,2000-12-07
크린앤사이언스,045520,2000-12-05
동원F&B,049770,2000-11-23
KD,044180,2000-11-16
이글벳,044960,2000-11-16
아즈텍WB,032080,2000-10-26
두산에너빌리티,034020,2000-10-25
오리콤,010470,2000-10-24
위닉스,044340,2000-10-24
상지건설,042940,2000-10-19
한국내화,010040,2000-10-16
엔피케이,048830,2000-10-12
삼천당제약,000250,2000-10-04
에이치케이,044780,2000-09-07
정원엔시스,045510,2000-09-07
한양이엔지,045100,2000-08-31
누리플렉스,040160,2000-08-29
에쎈테크,043340,2000-08-29
국순당,043650,2000-08-24
엘컴텍,037950,2000-08-24
이오테크닉스,039030,2000-08-24
상상인,038540,2000-08-18
서울제약,018680,2000-08-18
HLB파나진,046210,2000-08-16
나노엔텍,039860,2000-08-16
오공,045060,2000-08-10
알파녹스,043100,2000-08-08
비츠로테크,042370,2000-08-03
코아시아,045970,2000-08-03
정상제이엘에스,040420,2000-08-01
진양제약,007370,2000-07-27
KT지니뮤직,043610,2000-07-20
진성티이씨,036890,2000-07-20
현대에이치티,039010,2000-07-20
삼아제약,009300,2000-07-19
파루,043200,2000-07-19
에스씨디,042110,2000-07-13
한국정보공학,039740,2000-07-06
디오,039840,2000-06-29
네오위즈홀딩스,042420,2000-06-27
다산네트웍스,039560,2000-06-22
바이오스마트,038460,2000-06-22
우리기술,032820,2000-06-22
안국약품,001540,2000-06-15
세중,039310,2000-06-09
우리기술투자,041190,2000-06-09
케이바이오,038530,2000-06-09
HRS,036640,2000-05-30
에스에이엠티,031330,2000-05-23
위즈코프,038620,2000-05-04
이건홀딩스,039020,2000-05-04
파인디지털,038950,2000-05-04
나이스정보통신,036800,2000-05-03
SG&G,040610,2000-04-27
아이에이,038880,2000-04-27
에스넷,038680,2000-04-27
에스엠,041510,2000-04-27
아이티센엔텍,010280,2000-04-14
쎄니트,037760,2000-04-07
대성미생물,036480,2000-04-04
에코플라스틱,038110,2000-03-23
케이엠더블유,032500,2000-03-21
화성밸브,039610,2000-03-16
경남스틸,039240,2000-03-07
마크로젠,038290,2000-02-22
희림,037440,2000-02-03
레드캡투어,038390,2000-02-01
솔브레인홀딩스,036830,2000-01-18
에프에스티,036810,2000-01-18
코맥스,036690,2000-01-18
EG,037370,2000-01-11
감성코퍼레이션,036620,2000-01-11
성도이엔지,037350,2000-01-11
제일테크노스,038010,2000-01-11
한세예스24홀딩스,016450,2000-01-06
무림SP,001810,2000-01-04
세종텔레콤,036630,2000-01-04
심텍홀딩스,036710,2000-01-04
파세코,037070,2000-01-04
KZ정밀,036560,1999-12-28
SGC E&C,016250,1999-12-28
서희건설,035890,1999-12-24
주성엔지니어링,036930,1999-12-24
케이티알파,036030,1999-12-24
대성홀딩스,016710,1999-12-22
다우데이타,032190,1999-12-21
동진쎄미켐,005290,1999-12-21
선광,003100,1999-12-21
에이치엠넥스,036170,1999-12-21
제이에스티나,026040,1999-12-21
지더블유바이텍,036180,1999-12-21
한국팩키지,037230,1999-12-21
삼지전자,037460,1999-12-16
우리엔터프라이즈,037400,1999-12-16
대원제약,003220,1999-12-15
한국가스공사,036460,1999-12-15
네패스,033640,1999-12-14
인지디스플레,037330,1999-12-14
위지트,036090,1999-12-10
유니셈,036200,1999-12-10
유성티엔에스,024800,1999-12-10
코리아나,027050,1999-12-10
골드앤에스,035290,1999-12-07
서울평가정보,036120,1999-12-07
서울전자통신,027040,1999-12-03
대성창투,027830,1999-11-30
예림당,036000,1999-11-30
미래아이앤지,007120,1999-11-26
CJ ENM,035760,1999-11-23
이지홀딩스,035810,1999-11-23
기산텔레콤,035460,1999-11-18
화천기공,000850,1999-11-18
팜스코,036580,1999-10-25
케이티앤지,033780,1999-10-08
HD한국조선해양,009540,1999-08-24
디씨엠,024090,1999-08-18
바른손이앤에이,035620,1999-08-13
솔본,035610,1999-08-13
시공테크,020710,1999-08-13
신일제약,012790,1999-08-13
조아제약,034940,1999-08-13
AK홀딩스,006840,1999-08-11
HS애드,035000,1999-08-11
대한유화,006650,1999-08-11
백산,035150,1999-08-11
체시스,033250,1999-08-11
인성정보,033230,1999-07-30
그래디언트,035080,1999-07-05
동국산업,005160,1999-06-25
매일홀딩스,005990,1999-05-14
해성산업,034810,1999-04-16
자화전자,033240,1999-01-06
케이티,030200,1998-12-23
엑시큐어하이트론,019490,1998-11-04
제일기획,030000,1998-03-03
한국정보통신,025770,1998-01-20
파라텍,033540,1997-12-26
동성화인텍,033500,1997-12-19
스틱인베스트먼트,026890,1997-11-25
케이씨,029460,1997-11-25
드래곤플라이,030350,1997-11-10
엠케이전자,033160,1997-11-10
엠투엔,033310,1997-11-10
제이씨현시스템,033320,1997-11-10
포스코엠텍,009520,1997-11-10
스페코,013810,1997-11-03
좋은사람들,033340,1997-11-03
대원화성,024890,1997-10-28
모아텍,033200,1997-10-13
코웰패션,033290,1997-10-13
코콤,015710,1997-09-30
E1,017940,1997-08-27
SK가스,018670,1997-08-27
다우기술,023590,1997-08-27
영보화학,014440,1997-08-27
제룡전기,033100,1997-08-18
제이엠아이,033050,1997-08-18
디지틀조선,033130,1997-08-06
바이온,032980,1997-08-06
와이지-원,019210,1997-08-06
특수건설,026150,1997-08-06
아이즈비전,031310,1997-07-25
SKC,011790,1997-07-18
동일기연,032960,1997-07-18
소프트센,032680,1997-07-18
원익,032940,1997-07-18
원풍물산,008290,1997-07-18
웰바이오텍,010600,1997-07-18
한국주강,025890,1997-07-18
삼진,032750,1997-07-14
더라미,032860,1997-07-04
비트컴퓨터,032850,1997-07-04
엠젠솔루션,032790,1997-06-26
판타지오,032800,1997-06-26
디와이덕양,024900,1997-06-23
에쓰씨엔지니어링,023960,1997-06-23
인지컨트롤스,023800,1997-06-23
유비케어,032620,1997-05-02
피델릭스,032580,1997-04-22
TJ미디어,032540,1997-04-16
휴맥스홀딩스,028080,1997-04-16
삼일,032280,1997-03-15
경동인베스트,012320,1997-03-07
뉴인텍,012340,1997-02-12
아이티센씨티에스,031820,1997-02-12
에스제이엠홀딩스,025530,1997-02-12
오스템,031510,1997-02-12
디에이치엑스컴퍼니,031860,1997-01-07
피에스케이홀딩스,031980,1997-01-07
SK하이닉스,000660,1996-12-26
INVENI,015360,1996-12-24
MH에탄올,023150,1996-12-24
동남합성,023450,1996-12-24
삼성E&A,028050,1996-12-24
신도리코,029530,1996-12-24
온타이드,005320,1996-12-24
퍼시스,016800,1996-12-24
세보엠이씨,011560,1996-12-23
한일단조,024740,1996-11-29
WISCOM,024070,1996-11-22
동원수산,030720,1996-11-22
미래산업,025560,1996-11-22
다올투자증권,030210,1996-11-19
양지사,030960,1996-10-24
HDC,012630,1996-10-16
광전자,017900,1996-10-16
한국단자공업,025540,1996-10-16
원익홀딩스,030530,1996-09-24
한글과컴퓨터,030520,1996-09-24
메이슨캐피탈,021880,1996-09-02
광무,029480,1996-08-27
대호특수강,021040,1996-08-27
디아이,003160,1996-07-31
신성이엔지,011930,1996-07-31
티에이치엔,019180,1996-07-31
한온시스템,018880,1996-07-31
HLB,028300,1996-07-27
팜스토리,027710,1996-07-06
세원정공,021820,1996-07-03
영풍제지,006740,1996-07-03
유니온,000910,1996-07-03
키다리스튜디오,020120,1996-07-03
한국제지,027970,1996-07-03
한섬,020000,1996-07-03
현대엘리베이터,017800,1996-07-03
환인제약,016580,1996-07-03
삼보판지,023600,1996-05-29
삼목에스폼,018310,1996-05-03
에이스침대,003800,1996-05-03
원익큐브,014190,1996-04-26
계룡건설산업,013580,1996-01-30
서원,021050,1996-01-30
에스원,012750,1996-01-30
태경산업,015890,1996-01-30
리드코프,012700,1996-01-19
유니슨,018000,1996-01-10
아난티,025980,1996-01-06
광진실업,026910,1996-01-03
인터엠,017250,1996-01-03
신대양제지,016590,1995-12-21
와이투솔루션,011690,1995-12-21
남해화학,025860,1995-11-10
동원금속,018500,1995-11-10
성안머티리얼스,011300,1995-11-10
성우하이텍,015750,1995-11-04
대신정보통신,020180,1995-10-06
서부T&D,006730,1995-10-06
HMM,011200,1995-10-05
경인양행,012610,1995-10-05
풀무원,017810,1995-10-05
서울도시가스,017390,1995-08-18
이구산업,025820,1995-08-18
동신건설,025950,1995-08-07
동화기업,025900,1995-08-07
에넥스,011090,1995-07-08
에이프로젠,007460,1995-07-08
제이준코스메틱,025620,1995-07-08
한국카본,017960,1995-07-08
신라에스지,025870,1995-07-07
케이씨피드,025880,1995-07-07
한탑,002680,1995-07-07
한국선재,025550,1995-06-19
DH오토웨어,025440,1995-05-22
시노펙스,025320,1995-04-20
PN풍년,024940,1995-01-04
삼천리자전거,024950,1995-01-04
메디앙스,014100,1995-01-03
KBI메탈,024840,1994-12-29
경창산업,024910,1994-12-29
대륙제관,004780,1994-12-29
동원개발,013120,1994-12-29
세원물산,024830,1994-12-29
이화전기,024810,1994-12-29
케이피에프,024880,1994-12-29
KPX케미칼,025000,1994-12-27
TP,007980,1994-12-27
에스엠벡셀,010580,1994-12-27
KB오토시스,024120,1994-12-07
신원종합개발,017000,1994-12-07
흥구석유,024060,1994-12-07
대한약품,023910,1994-11-23
이화공영,001840,1994-11-23
풍국주정,023900,1994-11-23
대림제지,017650,1994-11-07
대한광통신,010170,1994-11-07
동일스틸럭스,023790,1994-11-07
플레이위드,023770,1994-11-07
한국캐피탈,023760,1994-11-07
한일사료,005860,1994-11-07
KC그린홀딩스,009440,1994-11-05
문배철강,008420,1994-11-05
웅진,016880,1994-11-05
모베이스전자,012860,1994-10-26
CNH,023460,1994-10-07
국영지앤엠,006050,1994-10-07
유진기업,023410,1994-10-07
제이스코홀딩스,023440,1994-10-07
보성파워텍,006910,1994-09-07
브이티,018290,1994-09-07
태광,023160,1994-09-07
HL D&I,014790,1994-08-12
오뚜기,007310,1994-08-12
일정실업,008500,1994-08-12
와이엠,007530,1994-08-05
엘에스일렉트릭,010120,1994-07-11
신라섬유,001000,1994-06-28
원일특강,012620,1994-06-28
서한,011370,1994-05-24
대양금속,009190,1994-04-29
이화산업,000760,1994-04-29
동원시스템즈,014820,1994-03-29
바른손,018700,1994-03-18
부방,014470,1994-02-25
삼성중공업,010140,1994-01-28
모토닉,009680,1994-01-14
화신,010690,1994-01-14
소노스퀘어,007720,1994-01-06
CBI,013720,1993-12-29
유니크,011320,1993-12-29
진로발효,018120,1993-12-29
삼보산업,009620,1993-12-07
푸드웰,005670,1993-12-07
푸른저축은행,007330,1993-12-07
피제이전자,006140,1993-12-07
베뉴지,019010,1993-11-05
엠에스씨,009780,1993-10-12
삼화페인트공업,000390,1993-09-10
경동나비엔,009450,1993-08-31
대동금속,020400,1993-07-30
광림,014200,1993-07-07
대원산업,005710,1993-06-21
큐캐피탈,016600,1993-06-21
한국가구,004590,1993-06-03
디모아,016670,1993-04-21
중앙에너비스,000440,1993-03-24
DB,012030,1993-01-06
SGC에너지,005090,1993-01-06
삼륭물산,014970,1992-12-29
대림바스,005750,1992-12-23
경동제약,011040,1992-12-18
원풍,008370,1992-12-18
네이처셀,007390,1992-11-30
삼일기업공사,002290,1992-11-30
일지테크,019540,1992-11-03
한일화학,007770,1992-09-07
한국알콜,017890,1992-08-04
대주산업,003310,1992-08-01
글로본,019660,1992-06-04
대한해운,005880,1992-04-23
세명전기,017510,1991-12-26
휴니드테크놀러지스,005870,1991-09-03
수산세보틱스,017550,1991-08-30
에이티넘인베스트,021080,1991-07-12
롯데케미칼,011170,1991-05-30
대동기어,008830,1991-05-17
세아베스틸지주,001430,1991-03-12
호텔신라,008770,1991-03-12
태경비케이,014580,1991-03-07
화승코퍼레이션,013520,1991-02-22
신흥,004080,1991-02-08
화승인더스트리,006060,1991-02-04
극동유화,014530,1991-01-31
고려산업,002140,1991-01-14
피에스텍,002230,1991-01-04
대현,016090,1990-09-20
케이비아이동국실업,001620,1990-09-15
광명전기,017040,1990-09-14
부산산업,011390,1990-09-14
STX,011810,1990-09-12
고려아연,010130,1990-07-28
이렘,009730,1990-07-27
팜젠사이언스,004720,1990-06-15
무림페이퍼,009200,1990-06-09
현대차증권,001500,1990-06-09
금비,008870,1990-06-08
대동전자,008110,1990-06-05
원림,005820,1990-04-20
서흥,008490,1990-03-27
성문전자,014910,1990-03-24
HLB글로벌,003580,1990-03-23
일진홀딩스,015860,1990-03-22
대영포장,014160,1990-03-06
영화금속,012280,1990-01-25
신풍제약,019170,1990-01-20
동성제약,002210,1990-01-19
카스,016920,1990-01-04
아센디오,012170,1989-12-20
한올바이오파마,009420,1989-12-18
하이록코리아,013030,1989-12-15
유니켐,011330,1989-12-14
대창,012800,1989-12-05
국보,001140,1989-12-02
일성건설,013360,1989-12-02
까뮤이앤씨,013700,1989-11-30
보락,002760,1989-11-30
선도전기,007610,1989-11-30
씨아이테크,004920,1989-11-30
광동제약,009290,1989-11-17
갤럭시아에스엠,011420,1989-11-14
남성,004270,1989-11-14
KISCO홀딩스,001940,1989-11-13
태영건설,009410,1989-11-13
한국특강,007280,1989-11-13
한솔로지스틱스,009180,1989-11-13
삼양통상,002170,1989-11-10
SK텔레콤,017670,1989-11-07
진양폴리우레탄,010640,1989-09-30
미창석유공업,003650,1989-09-27
삼익THK,004380,1989-09-26
미원상사,002840,1989-09-25
서연,007860,1989-09-09
SBI인베스트먼트,019550,1989-09-06
세우글로벌,013000,1989-09-05
현대모비스,012330,1989-09-05
KG케미칼,001390,1989-08-25
아진전자부품,009320,1989-08-25
현대해상,001450,1989-08-25
현대지에프홀딩스,005440,1989-08-22
한국전력공사,015760,1989-08-10
국도화학,007690,1989-08-05
녹십자,006280,1989-08-01
SIMPAC,009160,1989-07-29
윌비스,008600,1989-07-28
대창단조,015230,1989-07-25
사조산업,007160,1989-07-25
한익스프레스,014130,1989-07-25
사조동아원,008040,1989-06-24
경인전자,009140,1989-06-20
무림P&P,009580,1989-06-20
인디에프,014990,1989-06-20
한솔피엔에스,010420,1989-05-31
디와이,013570,1989-05-30
방림,003610,1989-05-30
DKME,015590,1989-05-27
한솔케미칼,014680,1989-05-20
퍼스텍,010820,1989-05-10
에스유앤피,019590,1989-03-14
플루토스,019570,1989-03-14
